sample_index,last_5_mult_1,last_5_mult_2,last_5_mult_3,last_5_mult_4,last_5_mult_5,last_10_mult_1,last_10_mult_2,last_10_mult_3,last_10_mult_4,last_10_mult_5,last_10_mult_6,last_10_mult_7,last_10_mult_8,last_10_mult_9,last_10_mult_10,last_20_mult_1,last_20_mult_2,last_20_mult_3,last_20_mult_4,last_20_mult_5,last_20_mult_6,last_20_mult_7,last_20_mult_8,last_20_mult_9,last_20_mult_10,last_20_mult_11,last_20_mult_12,last_20_mult_13,last_20_mult_14,last_20_mult_15,last_20_mult_16,last_20_mult_17,last_20_mult_18,last_20_mult_19,last_20_mult_20,moving_average_5,moving_average_10,moving_average_20,standard_deviation_5,standard_deviation_10,standard_deviation_20,variance_20,max_20,min_20,median_20,volatility,range_20,skewness,kurtosis,entropy,very_low_count_10,low_count_10,medium_count_10,high_count_10,very_high_count_10,freq_very_low,freq_low,freq_medium,freq_high,freq_very_high,streak_low,streak_high,time_since_high,time_since_very_high,streak_medium,streak_very_low,momentum_5,momentum_10,ema_5,ema_10,slope_5,slope_10,label,category
3656,0.567725,0.010595,0.583806,0.035941,0.47688,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.20327,0.154815,0.709895,0.041393,0.568202,0.1981,0.683398,0.572754,0.659657,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.07918,0.04937,0.07858,0.293957,0.258115,0.410219,0.16828,0.2629,0.01,0.0252,0.208816,0.2529,0.362927,-0.052927,0.835791,0.5,0.0,0.2,0.3,0.0,0.35,0.0,0.25,0.25,0.15,0.0,0.05,0.0,0.55,0.0,0.0,0.007636,-0.371723,0.082401,0.057355,-0.1842,0.147891,4,VERY_HIGH
3657,0.010595,0.583806,0.035941,0.47688,0.673567,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.154815,0.709895,0.041393,0.568202,0.1981,0.683398,0.572754,0.659657,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.09634,0.06789,0.088425,0.406354,0.364042,0.433809,0.18819,0.2629,0.01,0.03105,0.196238,0.2529,0.26685,-0.1042,0.84364,0.5,0.0,0.1,0.3,0.1,0.35,0.0,0.2,0.25,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.089511,-0.232231,0.112462,0.083707,0.7332,0.320424,2,MEDIUM
3658,0.583806,0.035941,0.47688,0.673567,0.259257,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.709895,0.041393,0.568202,0.1981,0.683398,0.572754,0.659657,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.10084,0.07019,0.089055,0.384492,0.356454,0.43155,0.186236,0.2629,0.01,0.0351,0.193835,0.2529,0.266905,-0.103179,0.84364,0.4,0.0,0.2,0.3,0.1,0.35,0.0,0.2,0.25,0.2,0.0,0.0,0.05,0.05,0.05,0.0,0.132334,-0.211835,0.103963,0.076235,-0.0352,0.205176,0,VERY_LOW
3659,0.035941,0.47688,0.673567,0.259257,0.061926,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.041393,0.568202,0.1981,0.683398,0.572754,0.659657,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.07408,0.06922,0.076575,0.396924,0.359944,0.389536,0.151738,0.2327,0.01,0.02895,0.203479,0.2227,0.317368,-0.08631,0.81988,0.5,0.0,0.1,0.3,0.1,0.4,0.0,0.2,0.25,0.15,0.05,0.0,0.1,0.1,0.0,0.05,-0.032582,-0.09605,0.055925,0.063569,-0.1078,0.080194,1,LOW
3660,0.47688,0.673567,0.259257,0.061926,0.096562,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.568202,0.1981,0.683398,0.572754,0.659657,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.07484,0.06939,0.07675,0.394004,0.359299,0.388829,0.151188,0.2327,0.01,0.02895,0.202647,0.2227,0.318181,-0.085964,0.91352,0.4,0.1,0.1,0.3,0.1,0.35,0.05,0.2,0.25,0.15,0.1,0.0,0.15,0.15,0.0,0.0,-0.024886,-0.095896,0.052768,0.05482,-0.7154,-0.052061,1,LOW
3661,0.673567,0.259257,0.061926,0.096562,0.10206,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.1981,0.683398,0.572754,0.659657,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.06006,0.06962,0.070705,0.407376,0.358424,0.38777,0.150365,0.2327,0.01,0.02395,0.219373,0.2227,0.393682,-0.055707,0.948182,0.3,0.2,0.1,0.3,0.1,0.35,0.1,0.2,0.2,0.15,0.15,0.0,0.2,0.2,0.0,0.0,-0.150555,-0.015345,0.05796,0.064284,-0.8604,-0.184558,1,LOW
3662,0.259257,0.061926,0.096562,0.10206,0.113943,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.683398,0.572754,0.659657,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.01896,0.05765,0.070305,0.035599,0.347301,0.389047,0.151358,0.2327,0.01,0.01995,0.221348,0.2227,0.393362,-0.056297,0.958738,0.3,0.3,0.1,0.2,0.1,0.35,0.15,0.15,0.2,0.15,0.2,0.0,0.25,0.25,0.0,0.0,-0.730318,-0.180001,0.019332,0.038717,-0.059,-0.152764,4,VERY_HIGH
3663,0.061926,0.096562,0.10206,0.113943,0.988587,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.572754,0.659657,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.20212,0.15148,0.10611,1.0,1.0,1.0,1.0,0.9488,0.01,0.01995,0.386467,0.9388,1.0,1.0,0.958738,0.2,0.3,0.1,0.2,0.2,0.35,0.15,0.15,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.904816,0.427575,0.32656,0.22255,1.0,0.756533,2,MEDIUM
3664,0.096562,0.10206,0.113943,0.988587,0.230449,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.659657,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.20524,0.13966,0.100565,1.0,1.0,1.0,1.0,0.9488,0.01,0.01995,0.408796,0.9388,1.0,1.0,0.958738,0.2,0.3,0.2,0.1,0.2,0.35,0.15,0.2,0.15,0.15,0.0,0.0,0.05,0.05,0.05,0.0,1.0,0.388754,0.227643,0.169152,1.0,0.61697,1,LOW
3665,0.10206,0.113943,0.988587,0.230449,0.148333,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.07461,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.20608,0.14046,0.091125,1.0,1.0,1.0,1.0,0.9488,0.01,0.01835,0.449291,0.9388,1.0,1.0,0.948182,0.1,0.4,0.2,0.1,0.2,0.35,0.2,0.2,0.15,0.1,0.05,0.0,0.1,0.1,0.0,0.0,1.0,0.541399,0.158415,0.152496,0.0392,0.315733,2,MEDIUM
3666,0.113943,0.988587,0.230449,0.148333,0.156934,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.285271,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.207,0.13353,0.09145,1.0,1.0,1.0,1.0,0.9488,0.01,0.0202,0.447437,0.9388,1.0,1.0,0.959639,0.1,0.4,0.3,0.0,0.2,0.3,0.2,0.25,0.15,0.1,0.0,0.0,0.15,0.15,0.05,0.0,1.0,0.460142,0.112595,0.146327,-1.0,0.117564,2,MEDIUM
3667,0.988587,0.230449,0.148333,0.156934,0.247772,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.0,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.20988,0.11442,0.091155,1.0,1.0,1.0,1.0,0.9488,0.01,0.0202,0.449066,0.9388,1.0,1.0,0.959639,0.1,0.4,0.4,0.0,0.1,0.3,0.2,0.25,0.15,0.1,0.0,0.0,0.2,0.2,0.1,0.0,1.0,0.255225,0.208216,0.099952,-1.0,0.124533,4,VERY_HIGH
3668,0.230449,0.148333,0.156934,0.247772,0.609661,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.180864,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.05326,0.12769,0.09894,0.281999,1.0,1.0,1.0,0.9488,0.0105,0.0218,0.413178,0.9383,1.0,1.0,0.984301,0.1,0.4,0.3,0.0,0.2,0.25,0.2,0.25,0.15,0.15,0.0,0.05,0.0,0.0,0.0,0.0,-0.461694,0.29058,0.072905,0.109258,0.5702,0.071915,2,MEDIUM
3669,0.148333,0.156934,0.247772,0.609661,0.284687,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.071507,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.0549,0.13007,0.099645,0.278917,1.0,1.0,1.0,0.9488,0.0105,0.02475,0.409775,0.9383,1.0,1.0,0.984301,0.0,0.4,0.4,0.0,0.2,0.25,0.2,0.25,0.15,0.15,0.0,0.0,0.05,0.05,0.05,0.0,-0.449044,0.305334,0.059772,0.096447,0.3594,-0.17943,0,VERY_LOW
3670,0.156934,0.247772,0.609661,0.284687,0.051902,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.06836,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.05348,0.12978,0.099585,0.283705,1.0,1.0,1.0,0.9488,0.0105,0.02475,0.410073,0.9383,1.0,1.0,0.984301,0.1,0.3,0.4,0.0,0.2,0.25,0.2,0.25,0.15,0.15,0.05,0.0,0.1,0.1,0.0,0.05,-0.462971,0.303208,0.044186,0.081274,-0.02,-0.460097,0,VERY_LOW
3671,0.247772,0.609661,0.284687,0.051902,0.012653,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.567725,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.05148,0.12924,0.09943,0.290132,1.0,1.0,1.0,0.9488,0.0105,0.02475,0.410845,0.9383,1.0,1.0,0.984301,0.2,0.2,0.4,0.0,0.2,0.25,0.2,0.25,0.15,0.15,0.1,0.0,0.15,0.15,0.0,0.1,-0.482249,0.299809,0.0344,0.068546,-0.3888,-0.741818,2,MEDIUM
3672,0.609661,0.284687,0.051902,0.012653,0.237108,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.010595,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.05118,0.13053,0.09409,0.290668,1.0,1.0,1.0,0.9488,0.0105,0.02475,0.434915,0.9383,1.0,1.0,0.959639,0.2,0.1,0.5,0.0,0.2,0.25,0.2,0.3,0.1,0.15,0.0,0.0,0.2,0.2,0.05,0.0,-0.456053,0.387289,0.050565,0.186777,-0.5966,-1.0,0,VERY_LOW
3673,0.284687,0.051902,0.012653,0.237108,0.020696,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.583806,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.02024,0.03675,0.094115,0.055264,0.219324,1.0,1.0,0.9488,0.0106,0.02475,0.434778,0.9382,1.0,1.0,0.959639,0.3,0.1,0.5,0.0,0.1,0.25,0.2,0.3,0.1,0.15,0.05,0.0,0.25,0.25,0.0,0.05,-0.784944,-0.60952,0.020442,0.031155,-0.0702,-0.039455,2,MEDIUM
3674,0.051902,0.012653,0.237108,0.020696,0.16823,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.035941,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.01716,0.03603,0.087845,0.0375,0.220233,1.0,1.0,0.9488,0.0106,0.02115,0.46627,0.9382,1.0,1.0,0.91352,0.3,0.1,0.5,0.0,0.1,0.25,0.2,0.35,0.05,0.15,0.0,0.0,0.3,0.3,0.05,0.0,-0.804656,-0.589846,0.017648,0.028212,0.0368,-0.066339,0,VERY_LOW
3675,0.012653,0.237108,0.020696,0.16823,0.044953,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.47688,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.01708,0.03528,0.08787,0.037746,0.221895,1.0,1.0,0.9488,0.0106,0.02115,0.466116,0.9382,1.0,1.0,0.91352,0.4,0.0,0.5,0.0,0.1,0.25,0.2,0.35,0.05,0.15,0.05,0.0,0.35,0.35,0.0,0.05,-0.805622,-0.598498,0.015589,0.025427,-0.0094,-0.113867,0,VERY_LOW
3676,0.237108,0.020696,0.16823,0.044953,0.06994,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.673567,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.01772,0.0346,0.084065,0.035473,0.22325,1.0,1.0,0.9488,0.0106,0.0202,0.488719,0.9382,1.0,1.0,0.829535,0.5,0.0,0.4,0.0,0.1,0.3,0.2,0.35,0.0,0.15,0.1,0.0,0.4,0.4,0.0,0.1,-0.789211,-0.588414,0.017521,0.024751,-0.0614,-0.156873,0,VERY_LOW
3677,0.020696,0.16823,0.044953,0.06994,0.056972,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.259257,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.01436,0.03277,0.073595,0.018917,0.225602,1.0,1.0,0.9488,0.0106,0.01835,0.552837,0.9382,1.0,1.0,0.799671,0.6,0.0,0.3,0.0,0.1,0.35,0.2,0.35,0.0,0.1,0.15,0.0,0.45,0.45,0.0,0.15,-0.804878,-0.554725,0.013538,0.040682,-0.0078,-0.184836,0,VERY_LOW
3678,0.16823,0.044953,0.06994,0.056972,0.04318,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.061926,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.0146,0.01742,0.072555,0.017981,0.043445,1.0,1.0,0.9488,0.0106,0.01645,0.561472,0.9382,1.0,1.0,0.795218,0.7,0.0,0.3,0.0,0.0,0.4,0.2,0.3,0.0,0.1,0.2,0.0,0.5,0.5,0.0,0.2,-0.798773,-0.759906,0.014501,0.018216,-0.0366,-0.030036,2,MEDIUM
3679,0.044953,0.06994,0.056972,0.04318,0.210802,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.096562,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.01554,0.01635,0.07321,0.027301,0.033049,1.0,1.0,0.9488,0.0106,0.01835,0.555983,0.9382,1.0,1.0,0.799671,0.7,0.0,0.3,0.0,0.0,0.35,0.2,0.35,0.0,0.1,0.0,0.0,0.55,0.55,0.05,0.0,-0.787734,-0.77667,0.01723,0.016424,0.0532,0.006,3,HIGH
3680,0.06994,0.056972,0.04318,0.210802,0.389437,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.10206,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.0251,0.02109,0.075435,0.091302,0.07268,1.0,1.0,0.9488,0.0106,0.0202,0.538525,0.9382,1.0,1.0,0.869551,0.6,0.0,0.3,0.1,0.0,0.35,0.15,0.35,0.05,0.1,0.0,0.05,0.0,0.6,0.0,0.0,-0.667263,-0.720422,0.031717,0.024083,0.212,0.048861,2,MEDIUM
3681,0.056972,0.04318,0.210802,0.389437,0.264458,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.113943,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.0291,0.02341,0.076325,0.087613,0.07264,1.0,1.0,0.9488,0.0106,0.02115,0.53166,0.9382,1.0,1.0,0.835234,0.5,0.0,0.4,0.1,0.0,0.35,0.1,0.4,0.05,0.1,0.0,0.0,0.05,0.65,0.05,0.0,-0.618736,-0.693285,0.032306,0.02843,0.179,0.048739,1,LOW
3682,0.04318,0.210802,0.389437,0.264458,0.133586,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.988587,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.0302,0.02228,0.076405,0.083135,0.072131,1.0,1.0,0.9488,0.0106,0.02115,0.531043,0.9382,1.0,1.0,0.835234,0.5,0.1,0.3,0.1,0.0,0.35,0.1,0.4,0.05,0.1,0.05,0.0,0.1,0.7,0.0,0.0,-0.604738,-0.708396,0.027599,0.024098,0.04,0.051903,0,VERY_LOW
3683,0.210802,0.389437,0.264458,0.133586,0.024609,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.230449,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.03,0.0223,0.029525,0.084235,0.072053,0.16719,0.027952,0.1657,0.0106,0.0202,0.226506,0.1551,1.0,1.0,0.784662,0.5,0.1,0.3,0.1,0.0,0.4,0.1,0.4,0.05,0.05,0.1,0.0,0.15,0.75,0.0,0.05,0.016088,-0.244708,0.024002,0.023191,-0.144,0.024776,4,VERY_HIGH
3684,0.389437,0.264458,0.133586,0.024609,0.711049,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.148333,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.07758,0.04656,0.041295,0.474254,0.369983,0.305594,0.093388,0.2643,0.0106,0.0202,0.296011,0.2537,1.0,0.674484,0.835234,0.5,0.1,0.2,0.1,0.1,0.4,0.1,0.35,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.878678,0.127497,0.10854,0.065765,0.7716,0.287976,0,VERY_LOW
3685,0.264458,0.133586,0.024609,0.711049,0.077668,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.156934,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.06842,0.04676,0.04102,0.491236,0.369531,0.306136,0.093719,0.2643,0.0106,0.01955,0.298524,0.2537,1.0,0.672725,0.780768,0.5,0.1,0.2,0.1,0.1,0.45,0.05,0.35,0.05,0.1,0.05,0.0,0.05,0.05,0.0,0.05,0.667967,0.139932,0.073663,0.05661,0.4136,0.207103,2,MEDIUM
3686,0.133586,0.024609,0.711049,0.077668,0.167227,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.247772,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.06598,0.04754,0.04107,0.496117,0.367974,0.306054,0.093669,0.2643,0.0106,0.02005,0.298081,0.2537,1.0,0.672836,0.780768,0.4,0.1,0.3,0.1,0.1,0.45,0.05,0.35,0.05,0.1,0.0,0.0,0.1,0.1,0.05,0.0,0.606525,0.157536,0.054294,0.050137,0.0186,0.135709,0,VERY_LOW
3687,0.024609,0.711049,0.077668,0.167227,0.034093,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.609661,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.06462,0.04741,0.04009,0.499546,0.368284,0.307578,0.094604,0.2643,0.0106,0.0164,0.306888,0.2537,1.0,0.671625,0.768962,0.4,0.1,0.3,0.1,0.1,0.5,0.05,0.3,0.05,0.1,0.05,0.0,0.15,0.15,0.0,0.05,0.611873,0.182589,0.039135,0.043041,-0.4834,0.050558,4,VERY_HIGH
3688,0.711049,0.077668,0.167227,0.034093,0.647343,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.284687,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.1018,0.0659,0.04166,0.537097,0.424269,0.325016,0.105635,0.2643,0.0106,0.0164,0.312065,0.2537,1.0,0.553903,0.768962,0.3,0.1,0.3,0.1,0.2,0.5,0.05,0.3,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.581853,0.12512,0.07296,-0.274,0.166909,1,LOW
3689,0.077668,0.167227,0.034093,0.647343,0.112655,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.051902,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.0523,0.06494,0.040645,0.362368,0.426741,0.326123,0.106356,0.2643,0.0106,0.01555,0.320948,0.2537,1.0,0.558876,0.80988,0.3,0.2,0.2,0.1,0.2,0.5,0.1,0.25,0.05,0.1,0.05,0.0,0.05,0.05,0.0,0.0,0.286751,0.597736,0.056091,0.06728,0.361,0.060679,2,MEDIUM
3690,0.167227,0.034093,0.647343,0.112655,0.285271,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.285271,0.012653,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.285271,0.05688,0.06265,0.04187,0.353138,0.428768,0.324588,0.105357,0.2643,0.0106,0.01765,0.310091,0.2537,1.0,0.554899,0.826887,0.3,0.2,0.3,0.0,0.2,0.45,0.1,0.3,0.05,0.1,0.0,0.0,0.1,0.1,0.05,0.0,0.358491,0.496298,0.050756,0.058275,0.0726,0.023964,1,LOW
3691,0.034093,0.647343,0.112655,0.285271,0.09376,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.285271,0.09376,0.237108,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.285271,0.09376,0.05564,0.06081,0.04211,0.356437,0.432733,0.324052,0.10501,0.2643,0.011,0.01765,0.307815,0.2533,1.0,0.55651,0.865098,0.3,0.3,0.2,0.0,0.2,0.4,0.15,0.3,0.05,0.1,0.05,0.0,0.15,0.15,0.0,0.0,0.321301,0.444075,0.037667,0.048423,-0.305,-0.066048,0,VERY_LOW
3692,0.647343,0.112655,0.285271,0.09376,0.06994,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.285271,0.09376,0.06994,0.020696,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.285271,0.09376,0.06994,0.05606,0.06034,0.04131,0.355165,0.433938,0.325278,0.105806,0.2643,0.011,0.0161,0.314963,0.2533,1.0,0.556788,0.851549,0.4,0.2,0.2,0.0,0.2,0.45,0.15,0.25,0.05,0.1,0.1,0.0,0.2,0.2,0.0,0.05,0.357056,0.460663,0.054126,0.041146,-0.736,-0.173745,3,HIGH
3693,0.112655,0.285271,0.09376,0.06994,0.377937,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.285271,0.09376,0.06994,0.377937,0.16823,0.044953,0.06994,0.056972,0.04318,0.210802,0.389437,0.264458,0.133586,0.024609,0.711049,0.077668,0.167227,0.034093,0.647343,0.112655,0.285271,0.09376,0.06994,0.377937,0.02804,0.06492,0.04361,0.084008,0.426343,0.323779,0.104833,0.2643,0.0112,0.01765,0.296977,0.2531,1.0,0.535026,0.906015,0.3,0.2,0.2,0.1,0.2,0.4,0.15,0.25,0.1,0.1,0.0,0.05,0.0,0.25,0.0,0.0,-0.357028,0.488649,0.031341,0.078053,0.114,-0.242909,0,VERY_LOW
